participant_id,block,block_number,trial_number,timestamp_ms,left_option_shape,right_option_shape,left_option_prob,right_option_prob,selected_option,selected_shape,response_time_ms,feedback,points_earned,total_points,state,state_duration_ms,is_practice,source_file
PG11,80/20,1,16,137855,square,circle,0.8,0.2,0.0,square,490.0,positive,0.0,0.0,5,1000,True,PG11_PRL.csv
PG11,80/20,1,17,140423,square,circle,0.8,0.2,0.0,square,542.0,positive,0.0,0.0,5,1004,True,PG11_PRL.csv
PG11,80/20,1,18,143250,circle,square,0.2,0.8,1.0,square,798.0,positive,0.0,0.0,5,1014,True,PG11_PRL.csv
PG11,80/20,1,19,146304,square,circle,0.8,0.2,,,,,0.0,0.0,5,1015,True,PG11_PRL.csv
PG11,80/20,1,20,149214,square,circle,0.8,0.2,0.0,square,863.0,positive,0.0,0.0,5,1013,True,PG11_PRL.csv
PG11,80/20,1,1,156901,square,circle,0.8,0.2,,,,,0.0,0.0,5,1015,False,PG11_PRL.csv
PG11,80/20,1,2,159943,circle,square,0.2,0.8,,,,,0.0,0.0,5,1016,False,PG11_PRL.csv
PG11,80/20,1,3,162907,square,circle,0.8,0.2,1.0,circle,927.0,negative,-0.25,-0.25,5,1016,False,PG11_PRL.csv
PG11,80/20,1,4,165946,square,circle,0.8,0.2,,,,,0.0,-0.25,5,1007,False,PG11_PRL.csv
PG11,80/20,1,5,168589,square,circle,0.8,0.2,0.0,square,606.0,negative,-0.25,-0.5,5,1011,False,PG11_PRL.csv
PG11,80/20,1,6,171088,circle,square,0.2,0.8,1.0,square,459.0,positive,0.5,0.0,5,1013,False,PG11_PRL.csv
PG11,80/20,1,7,173727,square,circle,0.8,0.2,0.0,square,615.0,positive,0.5,0.5,5,1001,False,PG11_PRL.csv
PG11,80/20,1,8,176145,circle,square,0.2,0.8,1.0,square,396.0,negative,-0.25,0.25,5,1003,False,PG11_PRL.csv
PG11,80/20,1,9,178510,circle,square,0.2,0.8,1.0,square,323.0,negative,-0.25,0.0,5,1013,False,PG11_PRL.csv
PG11,80/20,1,10,180790,square,circle,0.8,0.2,1.0,circle,246.0,positive,0.5,0.5,5,1001,False,PG11_PRL.csv
PG11,80/20,1,11,183105,circle,square,0.2,0.8,0.0,circle,293.0,negative,-0.25,0.25,5,1004,False,PG11_PRL.csv
PG11,80/20,1,12,185507,circle,square,0.2,0.8,1.0,square,362.0,positive,0.5,0.75,5,1013,False,PG11_PRL.csv
PG11,80/20,1,13,188168,circle,square,0.2,0.8,1.0,square,620.0,positive,0.5,1.25,5,1013,False,PG11_PRL.csv
PG11,80/20,1,14,190632,circle,square,0.2,0.8,1.0,square,423.0,negative,-0.25,1.0,5,1009,False,PG11_PRL.csv
PG11,80/20,1,15,193242,circle,square,0.2,0.8,1.0,square,574.0,positive,0.5,1.5,5,1003,False,PG11_PRL.csv
PG11,80/20,1,16,195494,square,circle,0.8,0.2,0.0,square,227.0,positive,0.5,2.0,5,1004,False,PG11_PRL.csv
PG11,80/20,1,17,197808,circle,square,0.2,0.8,1.0,square,294.0,positive,0.5,2.5,5,1004,False,PG11_PRL.csv
PG11,80/20,1,18,200505,square,circle,0.8,0.2,0.0,square,655.0,positive,0.5,3.0,5,1009,False,PG11_PRL.csv
PG11,80/20,1,19,203187,circle,square,0.2,0.8,1.0,square,661.0,positive,0.5,3.5,5,1003,False,PG11_PRL.csv
PG11,80/20,1,20,205498,square,circle,0.8,0.2,0.0,square,293.0,positive,0.5,4.0,5,1005,False,PG11_PRL.csv
PG11,80/20,1,21,207886,square,circle,0.8,0.2,0.0,square,357.0,positive,0.5,4.5,5,1010,False,PG11_PRL.csv
PG11,80/20,1,22,210299,square,circle,0.8,0.2,0.0,square,373.0,positive,0.5,5.0,5,1010,False,PG11_PRL.csv
PG11,80/20,1,23,212726,circle,square,0.2,0.8,1.0,square,393.0,positive,0.5,5.5,5,1015,False,PG11_PRL.csv
PG11,80/20,1,24,215118,square,circle,0.8,0.2,0.0,square,373.0,positive,0.5,6.0,5,1000,False,PG11_PRL.csv
PG11,80/20,1,25,217453,circle,square,0.2,0.8,1.0,square,308.0,negative,-0.25,5.75,5,1009,False,PG11_PRL.csv
PG11,80/20,1,26,219874,square,circle,0.8,0.2,0.0,square,390.0,positive,0.5,6.25,5,1015,False,PG11_PRL.csv
PG11,80/20,1,27,222239,square,circle,0.8,0.2,0.0,square,326.0,positive,0.5,6.75,5,1016,False,PG11_PRL.csv
PG11,80/20,1,28,224604,circle,square,0.2,0.8,1.0,square,330.0,negative,-0.25,6.5,5,1015,False,PG11_PRL.csv
PG11,80/20,1,29,226967,circle,square,0.2,0.8,0.0,circle,325.0,positive,0.5,7.0,5,1015,False,PG11_PRL.csv
PG11,80/20,1,30,229316,circle,square,0.2,0.8,0.0,circle,312.0,negative,-0.25,6.75,5,1003,False,PG11_PRL.csv
PG11,80/20,1,31,231733,square,circle,0.8,0.2,0.0,square,402.0,negative,-0.25,6.5,5,1004,False,PG11_PRL.csv
PG11,80/20,1,32,234041,circle,square,0.2,0.8,1.0,square,264.0,positive,0.5,7.0,5,1012,False,PG11_PRL.csv
PG11,80/20,1,33,236597,circle,square,0.2,0.8,1.0,square,531.0,negative,-0.25,6.75,5,1005,False,PG11_PRL.csv
PG11,80/20,1,34,238973,square,circle,0.8,0.2,1.0,circle,348.0,negative,-0.25,6.5,5,1002,False,PG11_PRL.csv
PG11,80/20,1,35,241330,circle,square,0.2,0.8,1.0,square,329.0,negative,-0.25,6.25,5,1007,False,PG11_PRL.csv
PG11,80/20,1,36,243718,square,circle,0.8,0.2,0.0,square,348.0,positive,0.5,6.75,5,1015,False,PG11_PRL.csv
PG11,80/20,1,37,246759,square,circle,0.8,0.2,,,,,0.0,6.75,5,1015,False,PG11_PRL.csv
PG11,80/20,1,38,249257,square,circle,0.8,0.2,0.0,square,465.0,negative,-0.25,6.5,5,1007,False,PG11_PRL.csv
PG11,80/20,1,39,251928,square,circle,0.8,0.2,0.0,square,636.0,positive,0.5,7.0,5,1015,False,PG11_PRL.csv
PG11,80/20,1,40,254443,circle,square,0.2,0.8,0.0,circle,497.0,negative,-0.25,6.75,5,1001,False,PG11_PRL.csv
PG11,80/20,1,41,256941,circle,square,0.2,0.8,1.0,square,469.0,positive,0.5,7.25,5,1000,False,PG11_PRL.csv
PG11,80/20,1,42,259687,square,circle,0.8,0.2,0.0,square,710.0,positive,0.5,7.75,5,1004,False,PG11_PRL.csv
PG11,80/20,1,43,262239,square,circle,0.8,0.2,0.0,square,529.0,negative,-0.25,7.5,5,1003,False,PG11_PRL.csv
PG11,80/20,1,44,265001,square,circle,0.8,0.2,1.0,circle,732.0,negative,-0.25,7.25,5,1001,False,PG11_PRL.csv
PG11,80/20,1,45,267569,square,circle,0.8,0.2,1.0,circle,541.0,positive,0.5,7.75,5,1012,False,PG11_PRL.csv
PG11,80/20,1,46,269962,square,circle,0.8,0.2,0.0,square,361.0,positive,0.5,8.25,5,1014,False,PG11_PRL.csv
PG11,80/20,1,47,272325,square,circle,0.8,0.2,0.0,square,345.0,positive,0.5,8.75,5,1001,False,PG11_PRL.csv
PG11,80/20,1,48,274708,circle,square,0.2,0.8,0.0,circle,359.0,negative,-0.25,8.5,5,1005,False,PG11_PRL.csv
PG11,80/20,1,49,277153,circle,square,0.2,0.8,1.0,square,424.0,negative,-0.25,8.25,5,1004,False,PG11_PRL.csv
PG11,80/20,1,50,279602,square,circle,0.8,0.2,0.0,square,414.0,positive,0.5,8.75,5,1006,False,PG11_PRL.csv
PG11,80/20,1,51,282165,square,circle,0.8,0.2,0.0,square,531.0,positive,0.5,9.25,5,1006,False,PG11_PRL.csv
PG11,80/20,1,52,284591,circle,square,0.2,0.8,1.0,square,393.0,negative,-0.25,9.0,5,1008,False,PG11_PRL.csv
PG11,80/20,1,53,287047,circle,square,0.2,0.8,1.0,square,423.0,positive,0.5,9.5,5,1014,False,PG11_PRL.csv
PG11,80/20,1,54,289411,square,circle,0.8,0.2,0.0,square,332.0,positive,0.5,10.0,5,1000,False,PG11_PRL.csv
PG11,80/20,1,55,292007,circle,square,0.2,0.8,1.0,square,569.0,negative,-0.25,9.75,5,1008,False,PG11_PRL.csv
PG11,80/20,1,56,294333,circle,square,0.2,0.8,1.0,square,297.0,positive,0.5,10.25,5,1005,False,PG11_PRL.csv
PG11,80/20,1,57,296673,circle,square,0.2,0.8,1.0,square,314.0,positive,0.5,10.75,5,1001,False,PG11_PRL.csv
PG11,80/20,1,58,299069,circle,square,0.2,0.8,1.0,square,373.0,positive,0.5,11.25,5,1000,False,PG11_PRL.csv
PG11,80/20,1,59,301477,circle,square,0.2,0.8,1.0,square,393.0,negative,-0.25,11.0,5,1000,False,PG11_PRL.csv
PG11,80/20,1,60,303933,square,circle,0.8,0.2,0.0,square,426.0,positive,0.5,11.5,5,1001,False,PG11_PRL.csv
PG11,50/50,2,1,311378,square,circle,0.5,0.5,0.0,square,867.0,positive,0.5,12.0,5,1001,False,PG11_PRL.csv
PG11,50/50,2,2,313860,square,circle,0.5,0.5,0.0,square,442.0,positive,0.5,12.5,5,1010,False,PG11_PRL.csv
PG11,50/50,2,3,316237,square,circle,0.5,0.5,0.0,square,348.0,positive,0.5,13.0,5,1014,False,PG11_PRL.csv
PG11,50/50,2,4,318564,square,circle,0.5,0.5,0.0,square,298.0,positive,0.5,13.5,5,1011,False,PG11_PRL.csv
PG11,50/50,2,5,320900,circle,square,0.5,0.5,1.0,square,308.0,positive,0.5,14.0,5,1014,False,PG11_PRL.csv
PG11,50/50,2,6,323588,circle,square,0.5,0.5,1.0,square,653.0,positive,0.5,14.5,5,1016,False,PG11_PRL.csv
PG11,50/50,2,7,325930,square,circle,0.5,0.5,0.0,square,313.0,negative,-0.25,14.25,5,1000,False,PG11_PRL.csv
PG11,50/50,2,8,328262,square,circle,0.5,0.5,0.0,square,312.0,negative,-0.25,14.0,5,1000,False,PG11_PRL.csv
PG11,50/50,2,9,330593,square,circle,0.5,0.5,0.0,square,307.0,negative,-0.25,13.75,5,1004,False,PG11_PRL.csv
PG11,50/50,2,10,332908,square,circle,0.5,0.5,0.0,square,281.0,negative,-0.25,13.5,5,1016,False,PG11_PRL.csv
PG11,50/50,2,11,335416,circle,square,0.5,0.5,0.0,circle,480.0,positive,0.5,14.0,5,1010,False,PG11_PRL.csv
PG11,50/50,2,12,337769,square,circle,0.5,0.5,1.0,circle,315.0,positive,0.5,14.5,5,1014,False,PG11_PRL.csv
PG11,50/50,2,13,339967,circle,square,0.5,0.5,0.0,circle,166.0,positive,0.5,15.0,5,1015,False,PG11_PRL.csv
PG11,50/50,2,14,342831,square,circle,0.5,0.5,1.0,circle,842.0,positive,0.5,15.5,5,1003,False,PG11_PRL.csv
PG11,50/50,2,15,345246,circle,square,0.5,0.5,0.0,circle,383.0,positive,0.5,16.0,5,1015,False,PG11_PRL.csv
PG11,50/50,2,16,347673,circle,square,0.5,0.5,0.0,circle,409.0,positive,0.5,16.5,5,1001,False,PG11_PRL.csv
PG11,50/50,2,17,350409,circle,square,0.5,0.5,0.0,circle,704.0,positive,0.5,17.0,5,1015,False,PG11_PRL.csv
PG11,50/50,2,18,352978,square,circle,0.5,0.5,1.0,circle,543.0,positive,0.5,17.5,5,1001,False,PG11_PRL.csv
PG11,50/50,2,19,355588,circle,square,0.5,0.5,1.0,square,571.0,positive,0.5,18.0,5,1015,False,PG11_PRL.csv
PG11,50/50,2,20,357907,circle,square,0.5,0.5,0.0,circle,295.0,positive,0.5,18.5,5,1000,False,PG11_PRL.csv
PG11,50/50,2,21,360250,circle,square,0.5,0.5,1.0,square,310.0,positive,0.5,19.0,5,1014,False,PG11_PRL.csv
PG11,50/50,2,22,362570,circle,square,0.5,0.5,0.0,circle,299.0,positive,0.5,19.5,5,1002,False,PG11_PRL.csv
PG11,50/50,2,23,365073,square,circle,0.5,0.5,1.0,circle,476.0,positive,0.5,20.0,5,1010,False,PG11_PRL.csv
PG11,50/50,2,24,367368,square,circle,0.5,0.5,0.0,square,268.0,positive,0.5,20.5,5,1005,False,PG11_PRL.csv
PG11,50/50,2,25,369741,square,circle,0.5,0.5,1.0,circle,358.0,negative,-0.25,20.25,5,1001,False,PG11_PRL.csv
PG11,50/50,2,26,372100,circle,square,0.5,0.5,0.0,circle,325.0,negative,-0.25,20.0,5,1009,False,PG11_PRL.csv
PG11,50/50,2,27,374489,square,circle,0.5,0.5,1.0,circle,342.0,negative,-0.25,19.75,5,1015,False,PG11_PRL.csv
PG11,50/50,2,28,376779,square,circle,0.5,0.5,0.0,square,247.0,negative,-0.25,19.5,5,1016,False,PG11_PRL.csv
PG11,50/50,2,29,379499,circle,square,0.5,0.5,1.0,square,675.0,positive,0.5,20.0,5,1015,False,PG11_PRL.csv
PG11,50/50,2,30,382014,circle,square,0.5,0.5,0.0,circle,465.0,negative,-0.25,19.75,5,1015,False,PG11_PRL.csv
PG11,50/50,2,31,384526,square,circle,0.5,0.5,1.0,circle,478.0,negative,-0.25,19.5,5,1013,False,PG11_PRL.csv
PG11,50/50,2,32,386970,circle,square,0.5,0.5,1.0,square,410.0,negative,-0.25,19.25,5,1015,False,PG11_PRL.csv
PG11,50/50,2,33,389253,circle,square,0.5,0.5,0.0,circle,248.0,positive,0.5,19.75,5,1010,False,PG11_PRL.csv
PG11,50/50,2,34,391865,circle,square,0.5,0.5,0.0,circle,588.0,positive,0.5,20.25,5,1002,False,PG11_PRL.csv
PG11,50/50,2,35,394190,circle,square,0.5,0.5,0.0,circle,293.0,positive,0.5,20.75,5,1003,False,PG11_PRL.csv
PG11,50/50,2,36,396591,square,circle,0.5,0.5,1.0,circle,375.0,negative,-0.25,20.5,5,1001,False,PG11_PRL.csv
PG11,50/50,2,37,398881,circle,square,0.5,0.5,0.0,circle,262.0,positive,0.5,21.0,5,1012,False,PG11_PRL.csv
PG11,50/50,2,38,401490,square,circle,0.5,0.5,0.0,square,592.0,negative,-0.25,20.75,5,1001,False,PG11_PRL.csv
PG11,50/50,2,39,404161,square,circle,0.5,0.5,1.0,circle,653.0,negative,-0.25,20.5,5,1000,False,PG11_PRL.csv
PG11,50/50,2,40,407013,square,circle,0.5,0.5,1.0,circle,808.0,positive,0.5,21.0,5,1010,False,PG11_PRL.csv
PG11,50/50,2,41,409906,circle,square,0.5,0.5,1.0,square,850.0,negative,-0.25,20.75,5,1014,False,PG11_PRL.csv
PG11,50/50,2,42,412462,square,circle,0.5,0.5,1.0,circle,531.0,negative,-0.25,20.5,5,1004,False,PG11_PRL.csv
PG11,50/50,2,43,414929,square,circle,0.5,0.5,0.0,square,441.0,negative,-0.25,20.25,5,1004,False,PG11_PRL.csv
PG11,50/50,2,44,417964,square,circle,0.5,0.5,,,,,0.0,20.25,5,1000,False,PG11_PRL.csv
PG11,50/50,2,45,420734,square,circle,0.5,0.5,1.0,circle,750.0,positive,0.5,20.75,5,1002,False,PG11_PRL.csv
PG11,50/50,2,46,423286,circle,square,0.5,0.5,0.0,circle,512.0,negative,-0.25,20.5,5,1011,False,PG11_PRL.csv
PG11,50/50,2,47,425829,square,circle,0.5,0.5,1.0,circle,514.0,positive,0.5,21.0,5,1003,False,PG11_PRL.csv
PG11,50/50,2,48,428357,circle,square,0.5,0.5,0.0,circle,493.0,positive,0.5,21.5,5,1014,False,PG11_PRL.csv
PG11,50/50,2,49,430670,square,circle,0.5,0.5,0.0,square,278.0,negative,-0.25,21.25,5,1002,False,PG11_PRL.csv
PG11,50/50,2,50,433400,square,circle,0.5,0.5,1.0,circle,701.0,positive,0.5,21.75,5,1010,False,PG11_PRL.csv
PG11,50/50,2,51,435785,square,circle,0.5,0.5,1.0,circle,364.0,negative,-0.25,21.5,5,1001,False,PG11_PRL.csv
PG11,50/50,2,52,438281,square,circle,0.5,0.5,0.0,square,456.0,negative,-0.25,21.25,5,1014,False,PG11_PRL.csv
PG11,50/50,2,53,440582,square,circle,0.5,0.5,1.0,circle,259.0,positive,0.5,21.75,5,1014,False,PG11_PRL.csv
PG11,50/50,2,54,442976,square,circle,0.5,0.5,1.0,circle,358.0,positive,0.5,22.25,5,1013,False,PG11_PRL.csv
PG11,50/50,2,55,445413,square,circle,0.5,0.5,1.0,circle,411.0,negative,-0.25,22.0,5,1004,False,PG11_PRL.csv
PG11,50/50,2,56,447822,circle,square,0.5,0.5,0.0,circle,373.0,negative,-0.25,21.75,5,1014,False,PG11_PRL.csv
PG11,50/50,2,57,450138,circle,square,0.5,0.5,1.0,square,279.0,negative,-0.25,21.5,5,1011,False,PG11_PRL.csv
PG11,50/50,2,58,452404,square,circle,0.5,0.5,0.0,square,228.0,positive,0.5,22.0,5,1013,False,PG11_PRL.csv
PG11,50/50,2,59,454740,circle,square,0.5,0.5,0.0,circle,311.0,negative,-0.25,21.75,5,1009,False,PG11_PRL.csv
PG11,50/50,2,60,457038,square,circle,0.5,0.5,1.0,circle,262.0,negative,-0.25,21.5,5,1007,False,PG11_PRL.csv
PG12,80/20,1,1,62722,square,circle,0.8,0.2,,,,,0.0,0.0,5,1000,True,PG12_PRL.csv
PG12,80/20,1,2,65797,square,circle,0.8,0.2,,,,,0.0,0.0,5,1005,True,PG12_PRL.csv
PG12,80/20,1,3,68430,circle,square,0.2,0.8,1.0,square,546.0,positive,0.0,0.0,5,1013,True,PG12_PRL.csv
PG12,80/20,1,4,71528,square,circle,0.8,0.2,,,,,0.0,0.0,5,1012,True,PG12_PRL.csv
PG12,80/20,1,5,74092,square,circle,0.8,0.2,0.0,square,485.0,negative,0.0,0.0,5,1000,True,PG12_PRL.csv
PG12,80/20,1,6,76800,square,circle,0.8,0.2,1.0,circle,634.0,positive,0.0,0.0,5,1008,True,PG12_PRL.csv
PG12,80/20,1,7,79321,square,circle,0.8,0.2,1.0,circle,432.0,negative,0.0,0.0,5,1010,True,PG12_PRL.csv
PG12,80/20,1,8,81977,circle,square,0.2,0.8,1.0,square,574.0,positive,0.0,0.0,5,1004,True,PG12_PRL.csv
PG12,80/20,1,9,84189,square,circle,0.8,0.2,1.0,circle,135.0,negative,0.0,0.0,5,1011,True,PG12_PRL.csv
PG12,80/20,1,10,86872,circle,square,0.2,0.8,1.0,square,595.0,negative,0.0,0.0,5,1014,True,PG12_PRL.csv
PG12,80/20,1,11,89333,circle,square,0.2,0.8,0.0,circle,380.0,negative,0.0,0.0,5,1003,True,PG12_PRL.csv
PG12,80/20,1,12,91913,circle,square,0.2,0.8,0.0,circle,496.0,positive,0.0,0.0,5,1003,True,PG12_PRL.csv
PG12,80/20,1,13,94076,circle,square,0.2,0.8,1.0,square,82.0,positive,0.0,0.0,5,1007,True,PG12_PRL.csv
PG12,80/20,1,14,96529,square,circle,0.8,0.2,0.0,square,382.0,positive,0.0,0.0,5,1005,True,PG12_PRL.csv
PG12,80/20,1,15,99297,square,circle,0.8,0.2,1.0,circle,682.0,negative,0.0,0.0,5,1007,True,PG12_PRL.csv
PG12,80/20,1,16,101796,square,circle,0.8,0.2,1.0,circle,415.0,negative,0.0,0.0,5,1008,True,PG12_PRL.csv
PG12,80/20,1,17,104074,square,circle,0.8,0.2,0.0,square,200.0,positive,0.0,0.0,5,1001,True,PG12_PRL.csv
PG12,80/20,1,18,106848,square,circle,0.8,0.2,0.0,square,693.0,positive,0.0,0.0,5,1012,True,PG12_PRL.csv
PG12,80/20,1,19,109572,circle,square,0.2,0.8,1.0,square,631.0,positive,0.0,0.0,5,1010,True,PG12_PRL.csv
PG12,80/20,1,20,112194,square,circle,0.8,0.2,1.0,circle,535.0,negative,0.0,0.0,5,1004,True,PG12_PRL.csv
PG12,80/20,1,1,130257,square,circle,0.8,0.2,,,,,0.0,0.0,5,1016,False,PG12_PRL.csv
PG12,80/20,1,2,132922,square,circle,0.8,0.2,0.0,square,580.0,positive,0.5,0.5,5,1010,False,PG12_PRL.csv
PG12,80/20,1,3,135526,square,circle,0.8,0.2,0.0,square,531.0,negative,-0.25,0.25,5,1006,False,PG12_PRL.csv
PG12,80/20,1,4,138169,circle,square,0.2,0.8,0.0,circle,548.0,negative,-0.25,0.0,5,1015,False,PG12_PRL.csv
PG12,80/20,1,5,140849,square,circle,0.8,0.2,1.0,circle,597.0,positive,0.5,0.5,5,1001,False,PG12_PRL.csv
PG12,80/20,1,6,143591,circle,square,0.2,0.8,1.0,square,658.0,positive,0.5,1.0,5,1004,False,PG12_PRL.csv
PG12,80/20,1,7,146261,square,circle,0.8,0.2,1.0,circle,582.0,negative,-0.25,0.75,5,1012,False,PG12_PRL.csv
PG12,80/20,1,8,148804,square,circle,0.8,0.2,1.0,circle,449.0,negative,-0.25,0.5,5,1015,False,PG12_PRL.csv
PG12,80/20,1,9,151456,circle,square,0.2,0.8,0.0,circle,583.0,negative,-0.25,0.25,5,1000,False,PG12_PRL.csv
PG12,80/20,1,10,153835,circle,square,0.2,0.8,1.0,square,284.0,positive,0.5,0.75,5,1015,False,PG12_PRL.csv
PG12,80/20,1,11,156392,square,circle,0.8,0.2,0.0,square,484.0,negative,-0.25,0.5,5,1002,False,PG12_PRL.csv
PG12,80/20,1,12,159151,circle,square,0.2,0.8,0.0,circle,665.0,negative,-0.25,0.25,5,1012,False,PG12_PRL.csv
PG12,80/20,1,13,161755,circle,square,0.2,0.8,1.0,square,515.0,positive,0.5,0.75,5,1010,False,PG12_PRL.csv
PG12,80/20,1,14,164335,square,circle,0.8,0.2,1.0,circle,500.0,negative,-0.25,0.5,5,1013,False,PG12_PRL.csv
PG12,80/20,1,15,166777,square,circle,0.8,0.2,0.0,square,349.0,positive,0.5,1.0,5,1009,False,PG12_PRL.csv
PG12,80/20,1,16,169241,circle,square,0.2,0.8,1.0,square,395.0,positive,0.5,1.5,5,1001,False,PG12_PRL.csv
PG12,80/20,1,17,171656,circle,square,0.2,0.8,1.0,square,332.0,positive,0.5,2.0,5,1015,False,PG12_PRL.csv
PG12,80/20,1,18,174171,square,circle,0.8,0.2,0.0,square,432.0,negative,-0.25,1.75,5,1000,False,PG12_PRL.csv
PG12,80/20,1,19,176755,circle,square,0.2,0.8,0.0,circle,513.0,negative,-0.25,1.5,5,1004,False,PG12_PRL.csv
PG12,80/20,1,20,179468,square,circle,0.8,0.2,0.0,square,639.0,positive,0.5,2.0,5,1005,False,PG12_PRL.csv
PG12,80/20,1,21,182055,square,circle,0.8,0.2,0.0,square,513.0,positive,0.5,2.5,5,1005,False,PG12_PRL.csv
PG12,80/20,1,22,184750,square,circle,0.8,0.2,0.0,square,608.0,positive,0.5,3.0,5,1013,False,PG12_PRL.csv
PG12,80/20,1,23,187153,square,circle,0.8,0.2,0.0,square,330.0,positive,0.5,3.5,5,1002,False,PG12_PRL.csv
PG12,80/20,1,24,189583,circle,square,0.2,0.8,1.0,square,346.0,negative,-0.25,3.25,5,1007,False,PG12_PRL.csv
PG12,80/20,1,25,192154,circle,square,0.2,0.8,0.0,circle,480.0,negative,-0.25,3.0,5,1014,False,PG12_PRL.csv
PG12,80/20,1,26,195069,circle,square,0.2,0.8,1.0,square,834.0,positive,0.5,3.5,5,1009,False,PG12_PRL.csv
PG12,80/20,1,27,197644,square,circle,0.8,0.2,0.0,square,500.0,positive,0.5,4.0,5,1009,False,PG12_PRL.csv
PG12,80/20,1,28,200109,square,circle,0.8,0.2,0.0,square,377.0,positive,0.5,4.5,5,1008,False,PG12_PRL.csv
PG12,80/20,1,29,202537,square,circle,0.8,0.2,0.0,square,347.0,positive,0.5,5.0,5,1014,False,PG12_PRL.csv
PG12,80/20,1,30,204980,square,circle,0.8,0.2,0.0,square,366.0,positive,0.5,5.5,5,1010,False,PG12_PRL.csv
PG12,80/20,1,31,207549,circle,square,0.2,0.8,1.0,square,483.0,positive,0.5,6.0,5,1010,False,PG12_PRL.csv
PG12,80/20,1,32,209981,square,circle,0.8,0.2,0.0,square,349.0,positive,0.5,6.5,5,1012,False,PG12_PRL.csv
PG12,80/20,1,33,212442,square,circle,0.8,0.2,0.0,square,379.0,positive,0.5,7.0,5,1010,False,PG12_PRL.csv
PG12,80/20,1,34,214874,circle,square,0.2,0.8,1.0,square,349.0,positive,0.5,7.5,5,1011,False,PG12_PRL.csv
PG12,80/20,1,35,217280,square,circle,0.8,0.2,0.0,square,328.0,positive,0.5,8.0,5,1003,False,PG12_PRL.csv
PG12,80/20,1,36,219666,square,circle,0.8,0.2,0.0,square,295.0,negative,-0.25,7.75,5,1015,False,PG12_PRL.csv
PG12,80/20,1,37,222243,square,circle,0.8,0.2,0.0,square,491.0,positive,0.5,8.25,5,1010,False,PG12_PRL.csv
PG12,80/20,1,38,224610,circle,square,0.2,0.8,1.0,square,281.0,positive,0.5,8.75,5,1006,False,PG12_PRL.csv
PG12,80/20,1,39,226985,square,circle,0.8,0.2,0.0,square,281.0,positive,0.5,9.25,5,1015,False,PG12_PRL.csv
PG12,80/20,1,40,229288,square,circle,0.8,0.2,0.0,square,217.0,positive,0.5,9.75,5,1006,False,PG12_PRL.csv
PG12,80/20,1,41,231689,circle,square,0.2,0.8,1.0,square,315.0,positive,0.5,10.25,5,1006,False,PG12_PRL.csv
PG12,80/20,1,42,234052,circle,square,0.2,0.8,1.0,square,265.0,positive,0.5,10.75,5,1012,False,PG12_PRL.csv
PG12,80/20,1,43,236434,square,circle,0.8,0.2,0.0,square,299.0,positive,0.5,11.25,5,1011,False,PG12_PRL.csv
PG12,80/20,1,44,238812,square,circle,0.8,0.2,0.0,square,296.0,positive,0.5,11.75,5,1007,False,PG12_PRL.csv
PG12,80/20,1,45,241123,circle,square,0.2,0.8,1.0,square,232.0,positive,0.5,12.25,5,1015,False,PG12_PRL.csv
